Time,Signal
-0.004988,-1.6
-0.004984,-1.6
-0.00498,-1.6
-0.004976,-1.6
-0.004972,-1.6
-0.004968,-1.2
-0.004964,-1.6
-0.00496,-1.6
-0.004956,-1.6
-0.004952,-1.2
-0.004948,-1.6
-0.004944,-1.6
-0.00494,-1.6
-0.004936,-1.6
-0.004932,-1.6
-0.004928,-1.6
-0.004924,-1.6
-0.00492,-1.2
-0.004916,-1.6
-0.004912,-1.2
-0.004908,-1.6
-0.004904,-1.2
-0.0049,-1.6
-0.004896,-1.6
-0.004892,-1.2
-0.004888,-1.2
-0.004884,-1.6
-0.00488,-1.2
-0.004876,-1.2
-0.004872,-1.2
-0.004868,-1.6
-0.004864,-1.2
-0.00486,-1.2
-0.004856,-1.2
-0.004852,-1.2
-0.004848,-1.2
-0.004844,-1.2
-0.00484,-1.2
-0.004836,-1.6
-0.004832,-1.2
-0.004828,-1.6
-0.004824,-1.2
-0.00482,-1.6
-0.004816,-1.2
-0.004812,-1.2
-0.004808,-1.2
-0.004804,-1.2
-0.0048,-1.2
-0.004796,-1.2
-0.004792,-1.2
-0.004788,-1.2
-0.004784,-1.2
-0.00478,-1.2
-0.004776,-1.2
-0.004772,-1.2
-0.004768,-1.2
-0.004764,-1.2
-0.00476,-1.2
-0.004756,-1.2
-0.004752,-1.2
-0.004748,-1.2
-0.004744,-1.2
-0.00474,-1.2
-0.004736,-0.8
-0.004732,-1.2
-0.004728,-1.2
-0.004724,-0.8
-0.00472,-0.8
-0.004716,-0.8
-0.004712,-1.2
-0.004708,-0.8
-0.004704,-0.8
-0.0047,-1.2
-0.004696,-0.8
-0.004692,-1.2
-0.004688,-0.8
-0.004684,-0.8
-0.00468,-0.8
-0.004676,-0.8
-0.004672,-1.2
-0.004668,-0.8
-0.004664,-0.8
-0.00466,-1.2
-0.004656,-0.8
-0.004652,-0.4
-0.004648,-0.8
-0.004644,-0.8
-0.00464,-1.2
-0.004636,-0.8
-0.004632,-0.8
-0.004628,-0.8
-0.004624,-0.8
-0.00462,-0.8
-0.004616,-0.8
-0.004612,-0.8
-0.004608,-0.8
-0.004604,-0.8
-0.0046,-0.4
-0.004596,-0.8
-0.004592,-0.8
-0.004588,-0.8
-0.004584,-0.8
-0.00458,-0.8
-0.004576,-0.8
-0.004572,-0.8
-0.004568,-0.8
-0.004564,-0.8
-0.00456,-0.4
-0.004556,-0.4
-0.004552,-0.4
-0.004548,-0.4
-0.004544,-0.4
-0.00454,-0.4
-0.004536,-0.4
-0.004532,-0.4
-0.004528,-0.8
-0.004524,-0.8
-0.00452,-0.4
-0.004516,-0.4
-0.004512,-0.4
-0.004508,-0.8
-0.004504,-0.4
-0.0045,-0.4
-0.004496,-0.8
-0.004492,-0.8
-0.004488,-0.8
-0.004484,-0.4
-0.00448,-0.4
-0.004476,-0.4
-0.004472,-0.8
-0.004468,-0.4
-0.004464,-0.4
-0.00446,-0.4
-0.004456,-0.4
-0.004452,-0.4
-0.004448,-0.4
-0.004444,-0.4
-0.00444,-0.4
-0.004436,-0.4
-0.004432,-0.4
-0.004428,-0.4
-0.004424,-0.4
-0.00442,-0.4
-0.004416,-0.4
-0.004412,-0.4
-0.004408,-0.4
-0.004404,-0.4
-0.0044,-0.4
-0.004396,-0.4
-0.004392,-0.4
-0.004388,-0.4
-0.004384,-0.4
-0.00438,-0.4
-0.004376,-0.4
-0.004372,-0.4
-0.004368,-0.4
-0.004364,-0.4
-0.00436,-0.4
-0.004356,-0.4
-0.004352,-0.8
-0.004348,-0.4
-0.004344,-0.4
-0.00434,-0.4
-0.004336,-0.8
-0.004332,-0.4
-0.004328,-0.4
-0.004324,-0.4
-0.00432,-0.4
-0.004316,-0.4
-0.004312,-0.4
-0.004308,-0.4
-0.004304,-0.4
-0.0043,-0.4
-0.004296,-0.4
-0.004292,-0.4
-0.004288,-0.4
-0.004284,-0.4
-0.00428,-0.4
-0.004276,-0.4
-0.004272,-0.4
-0.004268,-0.4
-0.004264,-0.8
-0.00426,-0.4
-0.004256,-0.4
-0.004252,-0.8
-0.004248,-0.4
-0.004244,-0.4
-0.00424,-0.4
-0.004236,-0.4
-0.004232,-0.4
-0.004228,-0.4
-0.004224,-0.4
-0.00422,-0.8
-0.004216,-0.4
-0.004212,-0.4
-0.004208,-0.4
-0.004204,-0.4
-0.0042,-0.8
-0.004196,-0.4
-0.004192,-0.4
-0.004188,-0.4
-0.004184,-0.8
-0.00418,-0.4
-0.004176,-0.4
-0.004172,-0.8
-0.004168,-0.4
-0.004164,-0.4
-0.00416,-0.4
-0.004156,-0.4
-0.004152,-0.4
-0.004148,-0.8
-0.004144,-0.4
-0.00414,-0.8
-0.004136,-0.8
-0.004132,-0.4
-0.004128,-0.8
-0.004124,-0.4
-0.00412,-0.4
-0.004116,-0.8
-0.004112,-0.4
-0.004108,-0.8
-0.004104,-0.4
-0.0041,-0.4
-0.004096,-0.8
-0.004092,-0.8
-0.004088,-0.4
-0.004084,-0.8
-0.00408,-0.8
-0.004076,-0.8
-0.004072,-0.8
-0.004068,-0.8
-0.004064,-0.8
-0.00406,-0.8
-0.004056,-0.8
-0.004052,-0.8
-0.004048,-0.8
-0.004044,-0.8
-0.00404,-0.8
-0.004036,-0.8
-0.004032,-1.2
-0.004028,-0.8
-0.004024,-0.8
-0.00402,-0.8
-0.004016,-0.8
-0.004012,-1.2
-0.004008,-0.8
-0.004004,-0.8
-0.004,-0.8
-0.003996,-0.8
-0.003992,-0.8
-0.003988,-0.8
-0.003984,-1.2
-0.00398,-1.2
-0.003976,-1.2
-0.003972,-1.2
-0.003968,-0.8
-0.003964,-1.2
-0.00396,-1.2
-0.003956,-0.8
-0.003952,-1.2
-0.003948,-1.2
-0.003944,-1.2
-0.00394,-1.2
-0.003936,-1.2
-0.003932,-1.2
-0.003928,-1.2
-0.003924,-1.2
-0.00392,-1.2
-0.003916,-1.2
-0.003912,-1.2
-0.003908,-1.2
-0.003904,-1.2
-0.0039,-1.2
-0.003896,-0.8
-0.003892,-1.2
-0.003888,-1.2
-0.003884,-1.2
-0.00388,-1.2
-0.003876,-1.6
-0.003872,-1.2
-0.003868,-1.2
-0.003864,-1.2
-0.00386,-1.2
-0.003856,-1.2
-0.003852,-1.6
-0.003848,-1.2
-0.003844,-1.2
-0.00384,-1.2
-0.003836,-1.6
-0.003832,-1.2
-0.003828,-1.2
-0.003824,-1.2
-0.00382,-1.6
-0.003816,-1.2
-0.003812,-1.6
-0.003808,-1.6
